Versión,Modelo,Trans.,Cilindros,Potencia (HP),Tamaño (L),Categoría
NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN TURBO DIESEL,2016,MAN,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN TURBO DIESEL,2017,MAN,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTS 3.0L 6CIL 264HP AUT,2011,AUT,6,264,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTAS 3.5L 6CIL 290HP AUT,2017,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 4PTAS 3.5L 6CIL 290HP AUT,2018,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 265HP CVT,2014,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.5L 6CIL 265HP CVT,2014,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.5L 6CIL 265HP CVT,2015,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 265HP CVT,2015,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.5L 6CIL 265HP CVT,2016,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 265HP CVT,2016,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTAS 3.5L 6CIL 265HP CVT,2017,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTAS 3.5L 6CIL 265HP CVT,2017,CVT,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 220HP AUT,2011,AUT,6,220,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 220HP AUT,2012,AUT,6,220,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
LIMITED 5PTS 3.0L 6CIL 220HP AUT,2013,AUT,6,220,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
SLT 5PTS 3.6L 6CIL 301HP AUT,2016,AUT,6,301,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
DENALI 5PTS 3.6L 6CIL 301HP AUT,2016,AUT,6,301,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
DENALI FWD 5PTAS 3.6L 6CIL 301HP AUT,2017,AUT,6,301,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
SLT FWD 5PTAS 3.6L 6CIL 301HP AUT,2017,AUT,6,301,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
xDRIVE 35iA 5PTS 3.0L 6CIL 306HP AUT STEPTRONIC,2011,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2013,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2016,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
VAN 5PTS 2.4L 4CIL 174HP MAN,2014,MAN,4,174,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTAS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,4,245,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 2.0L 4CIL 245HP TURBO AUT,2018,AUT,4,245,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.0L 6CIL 367HP TURBO AUT,2018,AUT,6,367,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
xDrive 28iA 5PTS 3.0L 6CIL 258HP AUT,2012,AUT,6,258,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
xDrive 35i 5PTS 3.0L 6CIL 306HP MAN TURBO,2012,MAN,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTAS 2.7L 6CIL 335HP AUT,2017,AUT,6,335,2.7,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 300HP TIP QUATTRO,2013,TIP,6,300,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 3.5L 6CIL 290HP AUT,2011,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 3.5L 6CIL 290HP AUT,2012,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 3.5L 6CIL 290HP AUT,2013,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 3.5L 6CIL 290HP AUT,2016,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
S 5PTAS 3.6L 6CIL 420HP BITURBO TIP TRACCION INTEGRAL,2016,TIPT,6,420,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
S 5PTAS 3.6L 6CIL 420HP BITURBO TIP TRACCION INTEGRAL,2017,TIPT,6,420,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
xDRIVE 35iA 4X4 5PTAS 3.0L 6CIL 306HP TURBO AUT,2017,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
xDRIVE 35iA 5PTAS 3.0L 6CIL 306HP TURBO AUT,2017,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
xDRIVE 35iA 5PTAS 3.0L 6CIL 306HP TURBO AUT,2017,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
VAN 5PTS 2.4L 4CIL 128HP MAN,2012,MAN,4,128,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
VAN 5PTS 2.4L 4CIL 128HP MAN,2013,MAN,4,128,2.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.2L 6CIL 270HP S TRONIC FSI QUATTRO,2011,S TRONIC,6,270,3.2,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 240HP TIP QUATTRO TURBO DIESEL,2013,TIP,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2016,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2016,AUT,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
M40iA 5PTS 3.0L 6CIL 360HP AUT TURBO,2016,AUT,6,360,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
TURBO FWD 5PTS 2.0L 4CIL 200HP AUT,2011,AUT,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTS 2.0L 4CIL 240HP AUT TURBO,2013,AUT,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTS 2.0L 4CIL 240HP AUT TURBO,2014,AUT,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 4PTS 3.7L 6CIL 304HP AUT,2011,AUT,6,304,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 3PTS 4.0L 6CIL 260HP AUT,2011,AUT,6,260,4.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 2.5L 4CIL 169HP CVT,2011,CVT,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 2.5L 4CIL 169HP CVT,2011,CVT,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 4.0L 6CIL 260HP AUT,2012,AUT,6,260,4.0,CAMIONETAS DE USO MULTIPLE (SUV)
4x4 5PTS 4.0L 6CIL 260HP AUT,2012,AUT,6,260,4.0,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 3.7L 6CIL 304HP AUT,2012,AUT,6,304,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 2.5L 4CIL 169HP CVT,2012,CVT,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 2.5L 4CIL 169HP CVT,2012,CVT,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 4.0L 6CIL 260HP AUT,2013,AUT,6,260,4.0,CAMIONETAS DE USO MULTIPLE (SUV)
4x4 5PTS 4.0L 6CIL 260HP AUT,2013,AUT,6,260,4.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 2.5L 4CIL 169HP CVT,2013,CVT,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 2.5L 4CIL 169HP CVT,2013,CVT,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 4.0L 6CIL 260HP AUT,2014,AUT,6,260,4.0,CAMIONETAS DE USO MULTIPLE (SUV)
4x4 5PTS 4.0L 6CIL 260HP AUT,2014,AUT,6,260,4.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 2.5L 4CIL 169HP CVT,2014,CVT,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 4WD 5PTS 3.5L 6CIL 290HP AUT,2015,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 2.5L 4CIL 169HP CVT,2016,CVT,4,169,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
M40iA 4X4 5PTAS 3.0L 6CIL 360HP BITURBO AUT,2017,AUT,6,360,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTAS 4.4L 8CIL 575HP BITURBO AUT,2017,AUT,8,575,4.4,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 281HP AUT,2012,AUT,6,281,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
CGI 4MATIC 5PTS 3.5L 6CIL 302HP AUT,2013,AUT,6,302,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 281HP AUT,2011,AUT,6,281,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 286HP AUT,2011,AUT,6,286,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 288HP AUT,2012,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 281HP AUT,2013,AUT,6,281,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 288HP AUT,2013,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 281HP AUT,2014,AUT,6,281,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 281HP AUT,2015,AUT,6,281,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 288HP AUT,2014,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 281HP AUT,2016,AUT,6,281,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
SLT1 FWD 5PTS 3.6L 6CIL 288HP AUT,2016,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 4X4 5PTS 3.5L 6CIL 197HP AUT,2011,AUT,6,197,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 4X2 5PTS 3.0L 6CIL 219HP AUT,2012,AUT,6,219,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 4X2 5PTS 3.0L 6CIL 219HP AUT,2013,AUT,6,219,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTS 3.6L 6CIL 301HP AUT,2013,AUT,6,301,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTS 3.6L 6CIL 301HP AUT,2015,AUT,6,301,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
FWD 5PTS 3.6L 6CIL 301HP AUT,2014,AUT,6,301,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 4X4 5PTS 3.7L 6CIL 273HP AUT,2012,AUT,6,273,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 4X4 5PTS 3.7L 6CIL 273HP AUT,2014,AUT,6,273,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 300HP TIP TRACCION INTEGRAL,2015,TIPTRONIC,6,300,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
CGI 5PTS 3.5L 6CIL 302HP AUT,2014,AUT,6,302,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
R/T 5PTAS 3.6L 6CIL 283HP AUT,2016,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
LUXURY 5PTS 3.6L 6CIL 308HP AUT,2016,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
PREMIUM 5PTS 3.6L 6CIL 308HP AUT,2016,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 308HP AUT,2014,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 308HP AUT,2015,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 308HP AUT,2014,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 240HP TIP TDI DIESEL,2011,TIP,6,236,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 245HP TIP 4MOTION TURBO DIESEL,2012,TIP,6,245,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 245HP TIP 4MOTION TURBO DIESEL,2013,TIPTRONIC,6,245,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
CROSS OVER 5PTS 1.6L 4CIL 161HP AUT,2012,AUT,4,161,1.6,CAMIONETAS DE USO MULTIPLE (SUV)
CROSS OVER 5PTS 1.6L 4CIL 161HP AUT,2013,AUT,4,161,1.6,CAMIONETAS DE USO MULTIPLE (SUV)
CROSS OVER 5PTS 1.6L 4CIL 161HP AUT,2014,AUT,4,161,1.6,CAMIONETAS DE USO MULTIPLE (SUV)
CROSS OVER 5PTS 1.6L 4CIL 161HP AUT,2015,AUT,4,161,1.6,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 3.7L 6CIL 327HP AUT,2013,AUT,6,327,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.7L 6CIL 327HP AUT,2014,AUT,6,327,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
90 3PTS 2.2L 4CIL 122HP MAN DIESEL,2012,MAN,4,122,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
90 3PTS 2.2L 4CIL 122HP MAN DIESEL,2013,MAN,4,122,2.2,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.7L 6CIL 324HP AUT,2015,AUT,6,324,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 70 5PTAS 3.7L 6CIL 324HP AUT,2016,AUT,6,324,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 2PTS 3.6L 6CIL 283HP AUT,2012,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 3PTS 3.6L 6CIL 283HP AUT,2013,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD SPORT 5PTS 3.0L 6CIL 264HP AUT,2013,AUT,6,264,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
S HIBRIDA 5PTS 3.0L 6CIL 333HP TIP,2011,TIP,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2016,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
SLT2 AWD 5PTS 3.6L 6CIL 288HP AUT,2016,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
DENALI AWD 5PTS 3.6L 6CIL 288HP AUT,2016,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.7L 6CIL 305HP AUT,2011,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 286HP AUT,2011,AUT,6,286,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2012,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
7P 5PTS 3.6L 6CIL 256HP AUT (CVT),2012,CVT,6,256,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2013,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2013,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2015,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2015,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2014,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2014,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 4.2L 8CIL 360HP TIPTRONIC 4MOTION,2016,TIPTRONIC,8,360,4.2,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 257HP AUT,2011,AUT,6,257,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 308HP AUT,2016,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 308HP AUT,2015,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 308HP AUT,2014,AUT,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.7L 6CIL 274HP AUT,2011,AUT,6,274,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 266HP AUT,2012,AUT,6,266,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 3.5L 6CIL 303HP AUT,2012,AUT,6,303,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 266HP AUT,2013,AUT,6,266,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.5L 6CIL 266HP AUT,2014,AUT,6,266,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
HIBRIDA 5PTS 3.0L 6CIL 333(+46)HP TIP 4MOTION,2014,TIPTRONIC,6,379,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 4X4 5PTS 3.7L 6CIL 273HP AUT,2015,AUT,6,273,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 4.2L 8CIL 360HP TIP 4MOTION,2015,TIPTRONIC,8,360,4.2,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 4.2L 8CIL 360HP TIP 4MOTION,2017,TIPT,8,360,4.2,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 283HP AUT,2011,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
SPORT 4X2 5PTS 3.0L 6CIL 223HP AUT,2014,AUT,6,223,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.5L 6CIL 365HP AUT BITURBO ECOBOOST,2017,AUT,6,365,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
GTS 3.6 440 HP TIP TRACCION INTEGRAL,2016,TIPT,6,440,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
GTS 3.6 440 HP TIP TRACCION INTEGRAL,2017,TIPT,6,440,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2011,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
AWD 5PTS 3.6L 6CIL 288HP AUT,2012,AUT,6,288,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 333HP TIPTRONIC FSI TURBO QUATTRO,2015,TIPTRONIC,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.6L 6CIL 280HP TIP 4MOTION,2016,TIPT,6,280,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTAS 3.6L 6CIL 280HP TIP 4MOTION,2017,TIPT,6,280,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
R/T 5PTS 3.6L 6CIL 283HP AUT,2015,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
R/T 5PTS 3.6L 6CIL 283HP AUT,2014,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
SXT PREMIUM 5PTS 3.6L 6CIL 283HP AUT,2012,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
R/T 5PTS 3.6L 6CIL 283HP AUT,2012,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
SXT PREMIUM 5PTS 3.6L 6CIL 283HP AUT,2013,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
R/T 5PTS 3.6L 6CIL 283HP AUT,2013,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
xDRIVE 28iA 5PTS 3.0L 6CIL 258HP AUT STEPTRONIC,2011,AUT,6,258,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.2L 6CIL 270HP S TRONIC QUATTRO FSI,2012,S TRONIC,6,270,3.2,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.0L 6CIL 333HP TIPTRONIC QUATTRO FSI TURBO,2013,TIPTRONIC,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV)
SXT 5PTS 3.6L 6CIL 283HP AUT,2011,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
R/T 5PTS 3.6L 6CIL 283HP AUT,2011,AUT,6,283,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
S 5PTS 4.8L 8CIL 400HP TIP QUATTRO,2013,TIP,8,400,4.8,CAMIONETAS DE USO MULTIPLE (SUV)
GTS 5PTS 4.8L 8CIL 420HP TIP QUATTRO,2013,TIP,8,420,4.8,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTAS 3.5L 6CIL 290HP AUT,2017,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 4PTAS 3.5L 6CIL 290HP AUT,2018,AUT,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.8L 6CIL 247HP AUT,2011,AUT,6,247,3.8,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.8L 6CIL 247HP AUT,2012,AUT,6,247,3.8,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.8L 6CIL 247HP AUT,2013,AUT,6,247,3.8,CAMIONETAS DE USO MULTIPLE (SUV)
4WD 5PTS 3.5L 6CIL 270HP AUT,2014,AUT,6,270,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 3.5L 6CIL 270HP AUT,2014,AUT,6,270,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
4x2 5PTS 3.7L 6CIL 210HP AUT,2011,AUT,6,210,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
LS 4X2 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
LT 4X2 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
LS 4X2 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
LT 4X2 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
2WD 5PTS 5.3L 8CIL 355HP AUT (R18),2015,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON (PASAJEROS) 5PTS 2.5L 4CIL 99HP MAN,2011,M5,4,99,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,2012,MAN,4,99,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,2013,MAN,4,99,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
S 5PTS 4.8L 8CIL 400HP TIP TRACCION INTEGRAL,2015,TIPTRONIC,8,400,4.8,CAMIONETAS DE USO MULTIPLE (SUV)
GTS 5PTS 4.8L 8CIL 420HP TIP TRACCION INTEGRAL,2015,TIPTRONIC,8,420,4.8,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.5L 6CIL 280HP AUT,2015,AUT,6,280,3.5,CAMIONETAS DE USO MULTIPLE (SUV)
WAGON 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,2014,MAN,4,99,2.5,CAMIONETAS DE USO MULTIPLE (SUV)
INTERCEPTOR 3.7L 6CIL 305HP AUT,2017,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
4PTAS 3.7L 6CIL 305HP AUT,2018,AUT,6,305,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
PREMIER 4X4 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.2L 6CIL 271HP AUT,2014,AUT,6,271,3.2,CAMIONETAS DE USO MULTIPLE (SUV)
SXT 4X2 5PTS 3.6L 6CIL 290HP AUT,2014,AUT,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
LIMITED 4X2 5PTS 3.6L 6CIL 290HP AUT,2014,AUT,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
LIMITED 4X2 5PTS 3.6L 6CIL 290HP AUT,2014,AUT,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
OVERLAND 4X2 5PTS 3.6L 6CIL 290HP AUT,2014,AUT,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 3.6L 6CIL 290HP AUT,2012,AUT,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
4X2 5PTS 3.6L 6CIL 290HP AUT,2013,AUT,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV)
5PTS 5.3L 8CIL 355HP AUT,2015,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
LS 4X2 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
LT 4X2 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
LT 4X2 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
LS 4X2 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,8,355,5.3,CAMIONETAS DE USO MULTIPLE (SUV)
4X4 5PTS 3.7L 6CIL 274HP AUT,2011,AUT,6,274,3.7,CAMIONETAS DE USO MULTIPLE (SUV)
EVOQUE 3PTS 2.0L 4CIL 237HP AUT,2012,AUT,4,237,2.0,CAMIONETAS DE USO MULTIPLE (SUV)
